Date ,AQI,Category
15/05/2020 07:00,161,Unhealthy
15/05/2020 08:00,162,Unhealthy
15/05/2020 09:00,155,Unhealthy
15/05/2020 10:00,123,Unhealthy for Sensitive Groups
15/05/2020 11:00,95,Moderate
15/05/2020 12:00,76,Moderate
15/05/2020 13:00,70,Moderate
15/05/2020 14:00,72,Moderate
15/05/2020 15:00,76,Moderate
15/05/2020 16:00,79,Moderate
15/05/2020 17:00,73,Moderate
15/05/2020 18:00,113,Unhealthy for Sensitive Groups
15/05/2020 19:00,106,Unhealthy for Sensitive Groups
15/05/2020 20:00,115,Unhealthy for Sensitive Groups
15/05/2020 21:00,114,Unhealthy for Sensitive Groups
15/05/2020 22:00,154,Unhealthy
15/05/2020 23:00,131,Unhealthy for Sensitive Groups
16/05/2020 00:00,99,Moderate
16/05/2020 01:00,180,Unhealthy
16/05/2020 02:00,173,Unhealthy
16/05/2020 03:00,165,Unhealthy
16/05/2020 04:00,160,Unhealthy
16/05/2020 05:00,159,Unhealthy
16/05/2020 06:00,162,Unhealthy
16/05/2020 07:00,145,Unhealthy for Sensitive Groups
16/05/2020 08:00,103,Unhealthy for Sensitive Groups
16/05/2020 09:00,81,Moderate
16/05/2020 10:00,72,Moderate
16/05/2020 11:00,68,Moderate
16/05/2020 12:00,71,Moderate
16/05/2020 13:00,70,Moderate
16/05/2020 14:00,70,Moderate
16/05/2020 15:00,71,Moderate
16/05/2020 16:00,68,Moderate
16/05/2020 17:00,71,Moderate
16/05/2020 18:00,88,Moderate
16/05/2020 19:00,87,Moderate
16/05/2020 20:00,81,Moderate
16/05/2020 21:00,88,Moderate
16/05/2020 22:00,80,Moderate
16/05/2020 23:00,68,Moderate
17/05/2020 00:00,59,Moderate
17/05/2020 01:00,53,Moderate
17/05/2020 02:00,57,Moderate
17/05/2020 03:00,56,Moderate
17/05/2020 04:00,89,Moderate
17/05/2020 05:00,106,Unhealthy for Sensitive Groups
17/05/2020 06:00,82,Moderate
17/05/2020 07:00,76,Moderate
17/05/2020 08:00,84,Moderate
17/05/2020 09:00,124,Unhealthy for Sensitive Groups
17/05/2020 10:00,152,Unhealthy
17/05/2020 11:00,123,Unhealthy for Sensitive Groups
17/05/2020 12:00,93,Moderate
17/05/2020 13:00,80,Moderate
17/05/2020 14:00,78,Moderate
17/05/2020 15:00,78,Moderate
17/05/2020 16:00,80,Moderate
17/05/2020 17:00,79,Moderate
17/05/2020 18:00,81,Moderate
17/05/2020 19:00,81,Moderate
17/05/2020 20:00,109,Unhealthy for Sensitive Groups
17/05/2020 21:00,96,Moderate
17/05/2020 22:00,85,Moderate
17/05/2020 23:00,76,Moderate
18/05/2020 00:00,67,Moderate
18/05/2020 01:00,59,Moderate
18/05/2020 02:00,60,Moderate
18/05/2020 03:00,60,Moderate
18/05/2020 04:00,63,Moderate
18/05/2020 05:00,60,Moderate
18/05/2020 06:00,61,Moderate
18/05/2020 07:00,61,Moderate
18/05/2020 08:00,63,Moderate
18/05/2020 09:00,64,Moderate
18/05/2020 10:00,154,Unhealthy
18/05/2020 11:00,161,Unhealthy
18/05/2020 12:00,140,Unhealthy for Sensitive Groups
18/05/2020 13:00,109,Unhealthy for Sensitive Groups
18/05/2020 14:00,90,Moderate
18/05/2020 15:00,87,Moderate
18/05/2020 16:00,87,Moderate
18/05/2020 17:00,151,Unhealthy
18/05/2020 18:00,119,Unhealthy for Sensitive Groups
18/05/2020 19:00,111,Unhealthy for Sensitive Groups
18/05/2020 20:00,158,Unhealthy
18/05/2020 21:00,159,Unhealthy
18/05/2020 22:00,164,Unhealthy
18/05/2020 23:00,164,Unhealthy
19/05/2020 00:00,159,Unhealthy
19/05/2020 01:00,132,Unhealthy for Sensitive Groups
19/05/2020 02:00,134,Unhealthy for Sensitive Groups
19/05/2020 03:00,104,Unhealthy for Sensitive Groups
19/05/2020 04:00,79,Moderate
19/05/2020 05:00,155,Unhealthy
19/05/2020 06:00,162,Unhealthy
19/05/2020 07:00,177,Unhealthy
19/05/2020 08:00,169,Unhealthy
19/05/2020 09:00,161,Unhealthy
19/05/2020 10:00,154,Unhealthy
19/05/2020 11:00,154,Unhealthy
19/05/2020 12:00,154,Unhealthy
19/05/2020 13:00,154,Unhealthy
19/05/2020 14:00,154,Unhealthy
27/05/2020 15:00,-999,N/A
27/05/2020 16:00,42,Good
27/05/2020 17:00,58,Moderate
27/05/2020 18:00,94,Moderate
27/05/2020 19:00,74,Moderate
27/05/2020 20:00,59,Moderate
27/05/2020 21:00,43,Good
27/05/2020 22:00,49,Good
27/05/2020 23:00,77,Moderate
28/05/2020 00:00,54,Moderate
28/05/2020 01:00,41,Good
28/05/2020 02:00,29,Good
28/05/2020 03:00,25,Good
28/05/2020 04:00,29,Good
28/05/2020 05:00,43,Good
28/05/2020 06:00,52,Moderate
28/05/2020 07:00,63,Moderate
28/05/2020 08:00,95,Moderate
28/05/2020 09:00,80,Moderate
28/05/2020 10:00,78,Moderate
28/05/2020 11:00,78,Moderate
28/05/2020 12:00,83,Moderate
28/05/2020 13:00,97,Moderate
28/05/2020 14:00,98,Moderate
28/05/2020 15:00,90,Moderate
28/05/2020 16:00,86,Moderate
28/05/2020 17:00,86,Moderate
28/05/2020 18:00,82,Moderate
28/05/2020 19:00,83,Moderate
28/05/2020 20:00,83,Moderate
28/05/2020 21:00,90,Moderate
28/05/2020 22:00,123,Unhealthy for Sensitive Groups
28/05/2020 23:00,105,Unhealthy for Sensitive Groups
29/05/2020 00:00,102,Unhealthy for Sensitive Groups
29/05/2020 01:00,90,Moderate
29/05/2020 02:00,85,Moderate
29/05/2020 03:00,84,Moderate
29/05/2020 04:00,89,Moderate
29/05/2020 05:00,144,Unhealthy for Sensitive Groups
29/05/2020 06:00,152,Unhealthy
29/05/2020 07:00,115,Unhealthy for Sensitive Groups
29/05/2020 08:00,99,Moderate
29/05/2020 09:00,90,Moderate
29/05/2020 10:00,82,Moderate
29/05/2020 11:00,92,Moderate
29/05/2020 12:00,92,Moderate
29/05/2020 13:00,91,Moderate
29/05/2020 14:00,88,Moderate
29/05/2020 15:00,80,Moderate
29/05/2020 16:00,75,Moderate
29/05/2020 17:00,68,Moderate
29/05/2020 18:00,62,Moderate
29/05/2020 19:00,62,Moderate
29/05/2020 20:00,81,Moderate
29/05/2020 21:00,80,Moderate
29/05/2020 22:00,76,Moderate
29/05/2020 23:00,89,Moderate
30/05/2020 00:00,99,Moderate
30/05/2020 01:00,126,Unhealthy for Sensitive Groups
30/05/2020 02:00,103,Unhealthy for Sensitive Groups
30/05/2020 03:00,101,Unhealthy for Sensitive Groups
30/05/2020 04:00,109,Unhealthy for Sensitive Groups
30/05/2020 05:00,98,Moderate
30/05/2020 06:00,88,Moderate
30/05/2020 07:00,76,Moderate
30/05/2020 08:00,58,Moderate
30/05/2020 09:00,49,Good
30/05/2020 10:00,41,Good
30/05/2020 11:00,43,Good
30/05/2020 12:00,51,Moderate
30/05/2020 13:00,53,Moderate
30/05/2020 14:00,55,Moderate
30/05/2020 15:00,52,Moderate
30/05/2020 16:00,51,Moderate
30/05/2020 17:00,56,Moderate
30/05/2020 18:00,69,Moderate
30/05/2020 19:00,78,Moderate
30/05/2020 20:00,75,Moderate
30/05/2020 21:00,70,Moderate
30/05/2020 22:00,69,Moderate
30/05/2020 23:00,76,Moderate

